#Motion tracking data recorded with Pytrak 0.2.0
time,sensor,x,y,z,quality
6237,3,112.5141,-32.8166,-291.7775,2044.0
6238,1,141.7588,-49.3365,-281.5084,2864.0
6238,2,177.0311,-82.1531,-255.1658,5244.0
6238,3,112.5141,-33.0398,-291.5543,2036.0
6240,1,141.7588,-49.7830,-281.2852,2868.0
6240,2,176.8078,-81.9299,-255.1658,5248.0
6240,3,112.2908,-33.2631,-291.5543,2032.0
6241,1,141.5355,-50.2295,-281.0619,2876.0
6241,2,176.8078,-81.9299,-255.1658,5252.0
6241,3,112.2908,-33.4863,-291.3311,2024.0
6242,1,141.3123,-50.6760,-280.8387,2880.0
6242,2,176.5846,-81.7066,-255.1658,5260.0
6242,3,112.0676,-33.7096,-291.3311,2016.0
6244,1,141.0891,-51.1225,-280.6154,2888.0
6244,2,176.5846,-81.4834,-255.1658,5264.0
6244,3,112.0676,-33.9328,-291.3311,2012.0
6245,1,140.8658,-51.3457,-280.3922,2896.0
6245,2,176.3613,-81.4834,-255.1658,5268.0
6245,3,111.8443,-34.1561,-291.1078,2008.0
6246,1,140.6426,-51.7922,-280.1689,2900.0
6246,2,176.3613,-81.2602,-255.1658,5272.0
6246,3,111.8443,-34.3793,-291.1078,2000.0
6248,1,140.6426,-52.2387,-279.9457,2908.0
6248,2,176.3613,-81.2602,-255.1658,5276.0
6248,3,111.8443,-34.6025,-291.1078,1996.0
6249,1,140.4193,-52.6852,-279.7225,2912.0
6249,2,176.1381,-81.0369,-255.1658,5280.0
6249,3,111.6211,-34.8258,-290.8846,1992.0
6255,1,139.7496,-54.2479,-278.8295,2936.0
6255,2,175.6916,-80.3672,-255.3891,5296.0
6255,3,111.3979,-35.4955,-290.6613,1972.0
6256,1,139.5264,-54.6943,-278.6062,2940.0
6256,2,175.4684,-80.1439,-255.3891,5300.0
6256,3,111.1746,-35.7188,-290.6613,1968.0
6257,1,139.3031,-55.1408,-278.3830,2944.0
6257,2,175.4684,-79.9207,-255.3891,5304.0
6257,3,111.1746,-35.9420,-290.6613,1964.0
6259,1,139.0799,-55.3641,-278.1598,2952.0
6259,2,175.2451,-79.6975,-255.3891,5308.0
6259,3,110.9514,-35.9420,-290.4381,1960.0
6260,1,138.8566,-55.8105,-277.9365,2956.0
6260,2,175.0219,-79.4742,-255.3891,5312.0
6260,3,110.9514,-36.1652,-290.4381,1956.0
6261,1,138.6334,-56.2570,-277.7133,2960.0
6261,2,174.7986,-79.2510,-255.3891,5316.0
6261,3,110.9514,-36.3885,-290.2148,1956.0
6263,1,138.6334,-56.4803,-277.4900,2964.0
6263,2,174.7986,-79.0277,-255.3891,5320.0
6263,3,110.7281,-36.6117,-290.2148,1952.0
6264,1,138.4102,-56.9268,-277.2668,2968.0
6264,2,174.5754,-78.8045,-255.6123,5324.0
6264,3,110.7281,-36.8350,-290.2148,1948.0
6265,1,138.1869,-57.3732,-277.2668,2972.0
6265,2,174.3521,-78.5812,-255.6123,5328.0
6265,3,110.5049,-37.0582,-289.9916,1944.0
6267,1,137.9637,-57.5965,-277.0436,2976.0
6267,2,174.1289,-78.1348,-255.6123,5332.0
6267,3,110.5049,-37.2814,-289.9916,1944.0
6268,1,137.9637,-58.0430,-276.8203,2980.0
6268,2,173.9057,-77.9115,-255.6123,5336.0
6268,3,110.5049,-37.5047,-289.7684,1940.0
6271,1,137.5172,-58.4895,-276.3738,2988.0
6271,2,173.6824,-77.4650,-255.6123,5340.0
6271,3,110.2816,-37.9512,-289.7684,1936.0
6272,1,137.5172,-58.9359,-276.3738,2988.0
6272,2,173.4592,-77.2418,-255.6123,5344.0
6272,3,110.0584,-38.1744,-289.5451,1932.0
6274,1,137.2939,-59.1592,-276.1506,2992.0
6274,2,173.2359,-77.0186,-255.8355,5348.0
6274,3,110.0584,-38.3977,-289.5451,1932.0
6275,1,137.0707,-59.6057,-275.9273,2996.0
6275,2,173.0127,-77.0186,-255.8355,5348.0
6275,3,110.0584,-38.3977,-289.3219,1928.0
6276,1,137.0707,-59.8289,-275.7041,2996.0
6276,2,173.0127,-76.7953,-255.8355,5352.0
6276,3,109.8352,-38.6209,-289.3219,1928.0
6278,1,136.8475,-60.0521,-275.7041,3000.0
6278,2,172.7895,-76.5721,-255.8355,5356.0
6278,3,109.8352,-38.8441,-289.0986,1924.0
6279,1,136.6242,-60.4986,-275.4809,3004.0
6279,2,172.5662,-76.3488,-255.8355,5356.0
6279,3,109.8352,-39.0674,-289.0986,1920.0
6280,1,136.6242,-60.7219,-275.2576,3004.0
6280,2,172.3430,-76.1256,-255.8355,5360.0
6280,3,109.8352,-39.0674,-288.8754,1920.0
6282,1,136.4010,-60.9451,-275.2576,3008.0
6282,2,172.3430,-75.9023,-255.8355,5364.0
6282,3,109.6119,-39.2906,-288.8754,1916.0
6283,1,136.4010,-61.1684,-275.0344,3008.0
6283,2,172.1197,-75.9023,-255.8355,5364.0
6283,3,109.6119,-39.5139,-288.6521,1916.0
6285,1,136.1777,-61.3916,-275.0344,3008.0
6285,2,171.8965,-75.6791,-255.8355,5368.0
6285,3,109.6119,-39.5139,-288.6521,1912.0
6286,1,136.1777,-61.6148,-274.8111,3012.0
6286,2,171.6732,-75.4559,-256.0588,5368.0
6286,3,109.6119,-39.7371,-288.4289,1912.0
6287,1,135.9545,-61.8381,-274.5879,3012.0
6287,2,171.6732,-75.2326,-256.0588,5372.0
6287,3,109.3887,-39.9604,-288.4289,1908.0
6289,1,135.9545,-62.0613,-274.5879,3012.0
6289,2,171.4500,-75.0094,-256.0588,5372.0
6289,3,109.3887,-39.9604,-288.2057,1908.0
6290,1,135.9545,-62.2846,-274.3646,3016.0
6290,2,171.2268,-75.0094,-256.0588,5376.0
6290,3,109.3887,-40.1836,-288.2057,1904.0
6291,1,135.7312,-62.5078,-274.3646,3016.0
6291,2,171.2268,-74.7861,-256.0588,5376.0
6291,3,109.3887,-40.1836,-287.9824,1904.0
6293,1,135.7312,-62.7311,-274.1414,3016.0
6293,2,171.0035,-74.5629,-256.0588,5380.0
6293,3,109.3887,-40.4068,-287.9824,1900.0
6294,1,135.7312,-62.7311,-274.1414,3016.0
6294,2,170.7803,-74.3396,-256.0588,5384.0
6294,3,109.3887,-40.4068,-287.7592,1900.0
6296,1,135.7312,-62.9543,-273.9182,3016.0
6296,2,170.7803,-74.1164,-256.0588,5384.0
6296,3,109.3887,-40.6301,-287.7592,1896.0
6297,1,135.5080,-63.1775,-273.9182,3016.0
6297,2,170.5570,-74.1164,-256.2820,5384.0
6297,3,109.3887,-40.6301,-287.5359,1896.0
6298,1,135.5080,-63.1775,-273.9182,3016.0
6298,2,170.5570,-73.8932,-256.2820,5388.0
6298,3,109.3887,-40.6301,-287.5359,1892.0
6300,1,135.5080,-63.1775,-273.6949,3016.0
6300,2,170.3338,-73.6699,-256.2820,5388.0
6300,3,109.3887,-40.8533,-287.3127,1892.0
6302,1,135.5080,-63.4008,-273.6949,3016.0
6302,2,170.1105,-73.2234,-256.2820,5392.0
6302,3,109.1654,-41.0766,-287.0895,1888.0
6304,1,135.5080,-63.4008,-273.4717,3016.0
6304,2,169.8873,-73.0002,-256.2820,5392.0
6304,3,109.1654,-41.0766,-286.8662,1888.0
6305,1,135.5080,-63.4008,-273.4717,3012.0
6305,2,169.8873,-73.0002,-256.2820,5396.0
6305,3,109.1654,-41.0766,-286.8662,1888.0
6306,1,135.5080,-63.4008,-273.4717,3012.0
6306,2,169.8873,-72.7770,-256.2820,5396.0
6306,3,109.1654,-41.2998,-286.6430,1888.0
6308,1,135.5080,-63.4008,-273.4717,3012.0
6308,2,169.6641,-72.5537,-256.2820,5396.0
6308,3,109.1654,-41.2998,-286.4197,1888.0
6309,1,135.5080,-63.4008,-273.2484,3012.0
6309,2,169.6641,-72.3305,-256.2820,5396.0
6309,3,109.1654,-41.5230,-286.4197,1884.0
6312,1,135.5080,-63.1775,-273.2484,3016.0
6312,2,169.4408,-72.1072,-256.2820,5396.0
6312,3,109.1654,-41.5230,-285.9732,1884.0
6313,1,135.5080,-63.1775,-273.2484,3016.0
6313,2,169.4408,-71.8840,-256.2820,5400.0
6313,3,109.1654,-41.5230,-285.9732,1884.0
6315,1,135.5080,-62.9543,-273.2484,3020.0
6315,2,169.4408,-71.6607,-256.2820,5400.0
6315,3,109.1654,-41.7463,-285.7500,1884.0
6316,1,135.7312,-62.7311,-273.0252,3020.0
6316,2,169.4408,-71.6607,-256.2820,5400.0
6316,3,109.1654,-41.7463,-285.5268,1884.0
6317,1,135.7312,-62.7311,-273.0252,3024.0
6317,2,169.2176,-71.4375,-256.2820,5400.0
6317,3,109.1654,-41.7463,-285.5268,1880.0
6319,1,135.7312,-62.5078,-273.0252,3028.0
6319,2,169.2176,-71.4375,-256.2820,5400.0
6319,3,109.1654,-41.7463,-285.3035,1880.0
6320,1,135.7312,-62.2846,-273.0252,3032.0
6320,2,169.2176,-71.2143,-256.2820,5400.0
6320,3,109.1654,-41.9695,-285.0803,1880.0
6321,1,135.7312,-62.0613,-273.0252,3036.0
6321,2,169.2176,-70.9910,-256.2820,5400.0
6321,3,109.1654,-41.9695,-285.0803,1880.0
6323,1,135.9545,-61.8381,-273.0252,3036.0
6323,2,169.2176,-70.9910,-256.2820,5400.0
6323,3,109.1654,-41.9695,-284.8570,1880.0
6324,1,135.9545,-61.6148,-272.8020,3040.0
6324,2,169.2176,-70.7678,-256.2820,5400.0
6324,3,109.1654,-41.9695,-284.8570,1880.0
6327,1,135.9545,-61.3916,-272.8020,3048.0
6327,2,169.2176,-70.5445,-256.2820,5400.0
6327,3,109.1654,-41.9695,-284.6338,1876.0
6328,1,135.9545,-61.1684,-272.8020,3052.0
6328,2,169.2176,-70.5445,-256.0588,5400.0
6328,3,109.1654,-41.9695,-284.6338,1876.0
6330,1,135.9545,-61.1684,-272.8020,3056.0
6330,2,169.2176,-70.3213,-256.0588,5400.0
6330,3,109.1654,-41.9695,-284.4105,1876.0
6331,1,135.9545,-60.9451,-272.8020,3056.0
6331,2,169.2176,-70.0980,-256.0588,5400.0
6331,3,109.1654,-41.9695,-284.4105,1876.0
6332,1,135.9545,-60.7219,-272.8020,3060.0
6332,2,169.2176,-70.0980,-256.0588,5400.0
6332,3,109.1654,-42.1928,-284.4105,1876.0
6334,1,135.9545,-60.7219,-272.8020,3064.0
6334,2,169.2176,-69.8748,-256.0588,5400.0
6334,3,109.1654,-42.1928,-284.4105,1876.0
6335,1,136.1777,-60.4986,-272.5787,3068.0
6335,2,169.2176,-69.8748,-256.0588,5400.0
6335,3,109.1654,-42.1928,-284.1873,1872.0
6336,1,136.1777,-60.4986,-272.5787,3068.0
6336,2,169.2176,-69.6516,-256.0588,5400.0
6336,3,109.1654,-42.1928,-284.1873,1872.0
6338,1,136.1777,-60.2754,-272.5787,3072.0
6338,2,169.2176,-69.6516,-256.0588,5400.0
6338,3,109.1654,-42.1928,-284.1873,1872.0
6339,1,136.1777,-60.0521,-272.5787,3076.0
6339,2,169.2176,-69.4283,-256.0588,5400.0
6339,3,109.1654,-42.1928,-284.1873,1872.0
6342,1,136.1777,-59.8289,-272.5787,3080.0
6342,2,169.2176,-69.2051,-256.0588,5400.0
6342,3,109.1654,-42.1928,-284.1873,1872.0
6343,1,136.1777,-59.8289,-272.5787,3084.0
6343,2,169.2176,-69.2051,-256.0588,5400.0
6343,3,109.1654,-42.1928,-284.1873,1872.0
6345,1,136.1777,-59.6057,-272.5787,3088.0
6345,2,169.2176,-68.9818,-256.0588,5400.0
6345,3,109.1654,-42.1928,-284.1873,1872.0
6346,1,136.1777,-59.3824,-272.3555,3088.0
6346,2,169.4408,-68.9818,-256.0588,5400.0
6346,3,109.1654,-42.1928,-284.1873,1872.0
6347,1,136.1777,-59.3824,-272.3555,3092.0
6347,2,169.4408,-68.7586,-256.0588,5400.0
6347,3,109.1654,-42.4160,-284.1873,1872.0
6349,1,136.1777,-59.1592,-272.3555,3096.0
6349,2,169.4408,-68.7586,-255.8355,5400.0
6349,3,109.1654,-42.4160,-284.1873,1872.0
6351,1,136.1777,-58.7127,-272.3555,3100.0
6351,2,169.4408,-68.3121,-255.8355,5400.0
6351,3,109.1654,-42.4160,-284.1873,1868.0
6353,1,136.1777,-58.7127,-272.3555,3104.0
6353,2,169.4408,-68.3121,-255.8355,5400.0
6353,3,109.1654,-42.4160,-284.1873,1868.0
6354,1,136.1777,-58.4895,-272.3555,3108.0
6354,2,169.4408,-68.0889,-255.8355,5400.0
6354,3,109.1654,-42.4160,-284.1873,1868.0
6357,1,136.1777,-58.2662,-272.3555,3112.0
6357,2,169.6641,-67.8656,-255.8355,5400.0
6357,3,109.1654,-42.6393,-284.1873,1868.0
6358,1,136.1777,-58.0430,-272.1322,3116.0
6358,2,169.6641,-67.8656,-255.8355,5400.0
6358,3,109.1654,-42.6393,-284.1873,1868.0
6360,1,136.1777,-58.0430,-272.1322,3120.0
6360,2,169.6641,-67.6424,-255.8355,5400.0
6360,3,109.1654,-42.6393,-284.1873,1868.0
6361,1,136.1777,-57.8197,-272.1322,3120.0
6361,2,169.6641,-67.6424,-255.8355,5400.0
6361,3,108.9422,-42.8625,-284.4105,1868.0
6362,1,136.1777,-57.8197,-272.1322,3124.0
6362,2,169.6641,-67.4191,-255.6123,5400.0
6362,3,108.9422,-43.0857,-284.4105,1872.0
6364,1,136.1777,-57.5965,-272.1322,3128.0
6364,2,169.8873,-67.4191,-255.6123,5400.0
6364,3,108.9422,-43.0857,-284.4105,1872.0
6365,1,136.1777,-57.5965,-272.1322,3128.0
6365,2,169.8873,-67.1959,-255.6123,5400.0
6365,3,108.9422,-43.3090,-284.4105,1872.0
6366,1,136.4010,-57.3732,-272.1322,3132.0
6366,2,169.8873,-67.1959,-255.6123,5400.0
6366,3,108.9422,-43.3090,-284.4105,1872.0
6371,1,136.4010,-57.1500,-271.9090,3140.0
6371,2,170.1105,-66.7494,-255.6123,5400.0
6371,3,108.7189,-43.5322,-284.1873,1872.0
6372,1,136.4010,-56.9268,-271.9090,3144.0
6372,2,170.1105,-66.7494,-255.6123,5400.0
6372,3,108.7189,-43.5322,-284.1873,1872.0
6373,1,136.4010,-56.9268,-271.9090,3148.0
6373,2,170.3338,-66.5262,-255.3891,5400.0
6373,3,108.7189,-43.7555,-283.9641,1872.0
6375,1,136.4010,-56.7035,-271.9090,3152.0
6375,2,170.3338,-66.5262,-255.3891,5400.0
6375,3,108.7189,-43.7555,-283.9641,1872.0
6376,1,136.4010,-56.7035,-271.6857,3152.0
6376,2,170.5570,-66.3029,-255.3891,5400.0
6376,3,108.7189,-43.7555,-283.9641,1868.0
6377,1,136.4010,-56.4803,-271.6857,3156.0
6377,2,170.5570,-66.3029,-255.3891,5400.0
6377,3,108.7189,-43.7555,-283.7408,1868.0
6379,1,136.4010,-56.4803,-271.6857,3160.0
6379,2,170.7803,-66.3029,-255.3891,5400.0
6379,3,108.7189,-43.7555,-283.7408,1868.0
6381,1,136.4010,-56.2570,-271.6857,3168.0
6381,2,171.0035,-66.0797,-255.1658,5400.0
6381,3,108.7189,-43.9787,-283.5176,1868.0
6383,1,136.4010,-56.0338,-271.4625,3168.0
6383,2,171.2268,-66.0797,-255.1658,5400.0
6383,3,108.7189,-43.9787,-283.5176,1868.0
6384,1,136.4010,-56.0338,-271.4625,3172.0
6384,2,171.2268,-65.8564,-255.1658,5400.0
6384,3,108.7189,-43.9787,-283.2943,1868.0
6386,1,136.6242,-55.8105,-271.4625,3176.0
6386,2,171.4500,-65.8564,-254.9426,5400.0
6386,3,108.9422,-43.9787,-283.2943,1872.0
6387,1,136.6242,-55.8105,-271.4625,3180.0
6387,2,171.6732,-65.8564,-254.9426,5400.0
6387,3,108.9422,-43.9787,-283.0711,1872.0
6388,1,136.6242,-55.5873,-271.2393,3184.0
6388,2,171.6732,-65.8564,-254.9426,5400.0
6388,3,108.9422,-44.2020,-282.8479,1872.0
6390,1,136.6242,-55.5873,-271.2393,3188.0
6390,2,171.8965,-65.6332,-254.9426,5400.0
6390,3,108.9422,-44.2020,-282.8479,1872.0
6391,1,136.6242,-55.3641,-271.2393,3192.0
6391,2,172.1197,-65.6332,-254.9426,5400.0
6391,3,108.9422,-44.2020,-282.6246,1872.0
6392,1,136.6242,-55.3641,-271.2393,3196.0
6392,2,172.1197,-65.6332,-254.7193,5400.0
6392,3,108.9422,-44.2020,-282.4014,1876.0
6394,1,136.6242,-55.1408,-271.2393,3200.0
6394,2,172.3430,-65.6332,-254.7193,5400.0
6394,3,108.9422,-44.4252,-282.1781,1876.0
6395,1,136.6242,-55.1408,-271.2393,3204.0
6395,2,172.5662,-65.4100,-254.7193,5400.0
6395,3,108.9422,-44.4252,-281.9549,1876.0
6396,1,136.6242,-54.9176,-271.0160,3208.0
6396,2,172.5662,-65.4100,-254.7193,5400.0
6396,3,108.9422,-44.4252,-281.7316,1880.0
6398,1,136.8475,-54.9176,-271.0160,3212.0
6398,2,172.7895,-65.4100,-254.7193,5400.0
6398,3,108.9422,-44.6484,-281.5084,1880.0
6399,1,136.8475,-54.6943,-271.0160,3216.0
6399,2,172.7895,-65.4100,-254.4961,5400.0
6399,3,108.9422,-44.6484,-281.2852,1880.0
6401,1,136.8475,-54.6943,-271.0160,3220.0
6401,2,173.0127,-65.1867,-254.4961,5396.0
6401,3,108.9422,-44.6484,-281.0619,1884.0
6402,1,136.8475,-54.4711,-271.0160,3224.0
6402,2,173.0127,-65.1867,-254.4961,5396.0
6402,3,108.9422,-44.6484,-281.0619,1884.0
6405,1,136.8475,-54.2479,-271.0160,3232.0
6405,2,173.2359,-65.1867,-254.4961,5396.0
6405,3,108.9422,-44.8717,-280.8387,1884.0
6406,1,136.8475,-54.0246,-271.0160,3236.0
6406,2,173.2359,-65.1867,-254.2729,5392.0
6406,3,108.9422,-44.8717,-280.6154,1888.0
6407,1,136.8475,-54.0246,-270.7928,3240.0
6407,2,173.4592,-64.9635,-254.2729,5392.0
6407,3,108.9422,-44.8717,-280.6154,1888.0
6409,1,137.0707,-53.8014,-270.7928,3244.0
6409,2,173.4592,-64.9635,-254.2729,5392.0
6409,3,108.9422,-44.8717,-280.3922,1888.0
6410,1,137.0707,-53.8014,-270.7928,3248.0
6410,2,173.4592,-64.9635,-254.2729,5392.0
6410,3,108.9422,-44.8717,-280.3922,1888.0
6411,1,137.0707,-53.5781,-270.7928,3252.0
6411,2,173.4592,-64.9635,-254.2729,5388.0
6411,3,108.9422,-44.8717,-280.1689,1888.0
6413,1,137.0707,-53.3549,-270.7928,3256.0
6413,2,173.6824,-64.9635,-254.2729,5388.0
6413,3,109.1654,-44.8717,-280.1689,1892.0
6414,1,137.0707,-53.3549,-270.7928,3260.0
6414,2,173.6824,-64.7402,-254.2729,5388.0
6414,3,109.1654,-45.0949,-279.9457,1892.0
6416,1,137.0707,-53.1316,-270.7928,3264.0
6416,2,173.6824,-64.7402,-254.0496,5388.0
6416,3,109.1654,-45.0949,-279.9457,1892.0
6418,1,137.2939,-52.9084,-270.7928,3272.0
6418,2,173.6824,-64.7402,-254.0496,5388.0
6418,3,109.1654,-45.0949,-279.9457,1892.0
6420,1,137.2939,-52.6852,-270.7928,3276.0
6420,2,173.6824,-64.5170,-254.0496,5384.0
6420,3,109.1654,-45.0949,-279.7225,1896.0
6421,1,137.2939,-52.6852,-270.7928,3280.0
6421,2,173.6824,-64.5170,-254.0496,5384.0
6421,3,109.1654,-45.0949,-279.7225,1896.0
6422,1,137.2939,-52.4619,-270.7928,3284.0
6422,2,173.6824,-64.5170,-254.0496,5384.0
6422,3,109.1654,-45.0949,-279.7225,1896.0
6424,1,137.2939,-52.2387,-270.5695,3288.0
6424,2,173.6824,-64.5170,-254.0496,5384.0
6424,3,109.1654,-45.0949,-279.7225,1896.0
6425,1,137.2939,-52.2387,-270.5695,3292.0
6425,2,173.6824,-64.5170,-253.8264,5384.0
6425,3,109.1654,-45.0949,-279.4992,1896.0
6426,1,137.2939,-52.0154,-270.5695,3296.0
6426,2,173.6824,-64.2938,-253.8264,5388.0
6426,3,109.1654,-45.0949,-279.4992,1896.0
6428,1,137.5172,-51.7922,-270.5695,3300.0
6428,2,173.6824,-64.2938,-253.8264,5388.0
6428,3,109.1654,-45.0949,-279.4992,1900.0
6429,1,137.5172,-51.7922,-270.5695,3304.0
6429,2,173.6824,-64.2938,-253.8264,5388.0
6429,3,109.1654,-45.3182,-279.4992,1900.0
6431,1,137.5172,-51.5689,-270.5695,3308.0
6431,2,173.6824,-64.2938,-253.8264,5388.0
6431,3,109.1654,-45.3182,-279.2760,1900.0
6432,1,137.5172,-51.3457,-270.5695,3312.0
6432,2,173.4592,-64.2938,-253.8264,5388.0
6432,3,109.1654,-45.3182,-279.2760,1900.0
6433,1,137.5172,-51.3457,-270.5695,3316.0
6433,2,173.4592,-64.2938,-253.8264,5392.0
6433,3,109.1654,-45.3182,-279.2760,1900.0
6435,1,137.5172,-51.1225,-270.5695,3320.0
6435,2,173.4592,-64.0705,-253.6031,5392.0
6435,3,109.1654,-45.3182,-279.2760,1904.0
6436,1,137.5172,-50.8992,-270.5695,3324.0
6436,2,173.4592,-64.0705,-253.6031,5396.0
6436,3,109.1654,-45.3182,-279.0527,1904.0
6437,1,137.5172,-50.6760,-270.5695,3328.0
6437,2,173.4592,-64.0705,-253.6031,5396.0
6437,3,109.1654,-45.3182,-279.0527,1904.0
6442,1,137.7404,-50.2295,-270.3463,3340.0
6442,2,173.2359,-63.8473,-253.6031,5404.0
6442,3,109.1654,-45.5414,-278.8295,1908.0
6443,1,137.7404,-50.2295,-270.3463,3344.0
6443,2,173.2359,-63.8473,-253.6031,5404.0
6443,3,109.1654,-45.5414,-278.6062,1908.0
6444,1,137.7404,-50.0062,-270.3463,3348.0
6444,2,173.2359,-63.8473,-253.6031,5408.0
6444,3,109.1654,-45.5414,-278.6062,1912.0
6446,1,137.7404,-49.7830,-270.3463,3352.0
6446,2,173.0127,-63.6240,-253.6031,5412.0
6446,3,109.1654,-45.5414,-278.6062,1912.0
6447,1,137.7404,-49.5598,-270.3463,3356.0
6447,2,173.0127,-63.6240,-253.6031,5412.0
6447,3,109.1654,-45.5414,-278.3830,1912.0
6448,1,137.7404,-49.5598,-270.3463,3360.0
6448,2,173.0127,-63.6240,-253.6031,5416.0
6448,3,109.1654,-45.5414,-278.3830,1912.0
6450,1,137.7404,-49.3365,-270.3463,3364.0
6450,2,172.7895,-63.4008,-253.3799,5420.0
6450,3,109.1654,-45.5414,-278.1598,1916.0
6451,1,137.7404,-49.1133,-270.3463,3368.0
6451,2,172.7895,-63.4008,-253.3799,5424.0
6451,3,109.1654,-45.5414,-278.1598,1916.0
6454,1,137.7404,-48.8900,-270.3463,3376.0
6454,2,172.7895,-63.1775,-253.3799,5428.0
6454,3,109.1654,-45.7646,-277.9365,1916.0
6455,1,137.7404,-48.6668,-270.3463,3380.0
6455,2,172.5662,-63.1775,-253.3799,5432.0
6455,3,109.1654,-45.7646,-277.9365,1920.0
6458,1,137.9637,-48.2203,-270.5695,3384.0
6458,2,172.5662,-62.9543,-253.3799,5440.0
6458,3,109.1654,-45.7646,-277.9365,1920.0
6459,1,137.9637,-48.2203,-270.5695,3388.0
6459,2,172.3430,-62.7311,-253.3799,5444.0
6459,3,109.1654,-45.7646,-277.7133,1920.0
6461,1,137.9637,-47.9971,-270.5695,3392.0
6461,2,172.3430,-62.7311,-253.3799,5448.0
6461,3,109.1654,-45.7646,-277.7133,1924.0
6462,1,137.9637,-47.7738,-270.5695,3396.0
6462,2,172.3430,-62.5078,-253.3799,5448.0
6462,3,109.1654,-45.7646,-277.7133,1924.0
6463,1,137.9637,-47.5506,-270.5695,3396.0
6463,2,172.1197,-62.5078,-253.3799,5452.0
6463,3,109.1654,-45.7646,-277.7133,1924.0
6465,1,137.9637,-47.5506,-270.5695,3400.0
6465,2,172.1197,-62.2846,-253.3799,5456.0
6465,3,109.1654,-45.7646,-277.7133,1924.0
6466,1,137.9637,-47.3273,-270.5695,3404.0
6466,2,172.1197,-62.2846,-253.3799,5460.0
6466,3,109.1654,-45.7646,-277.4900,1924.0
6467,1,137.9637,-47.1041,-270.7928,3404.0
6467,2,172.1197,-62.0613,-253.3799,5460.0
6467,3,109.1654,-45.7646,-277.4900,1928.0
6469,1,137.9637,-46.8809,-270.7928,3408.0
6469,2,171.8965,-62.0613,-253.3799,5464.0
6469,3,109.1654,-45.7646,-277.4900,1928.0
6470,1,137.9637,-46.8809,-270.7928,3408.0
6470,2,171.8965,-61.8381,-253.3799,5468.0
6470,3,109.1654,-45.7646,-277.4900,1928.0
6472,1,137.9637,-46.6576,-270.7928,3412.0
6472,2,171.8965,-61.8381,-253.3799,5468.0
6472,3,109.1654,-45.7646,-277.4900,1928.0
6473,1,137.9637,-46.4344,-270.7928,3412.0
6473,2,171.6732,-61.6148,-253.3799,5472.0
6473,3,109.1654,-45.5414,-277.4900,1928.0
6474,1,137.9637,-46.4344,-271.0160,3416.0
6474,2,171.6732,-61.3916,-253.3799,5476.0
6474,3,109.1654,-45.5414,-277.4900,1932.0
6476,1,137.9637,-46.2111,-271.0160,3416.0
6476,2,171.6732,-61.3916,-253.3799,5476.0
6476,3,109.1654,-45.5414,-277.4900,1932.0
6477,1,137.9637,-45.9879,-271.0160,3416.0
6477,2,171.6732,-61.1684,-253.3799,5480.0
6477,3,109.1654,-45.5414,-277.4900,1932.0
6478,1,137.9637,-45.7646,-271.0160,3420.0
6478,2,171.4500,-61.1684,-253.3799,5480.0
6478,3,109.1654,-45.5414,-277.4900,1932.0
6480,1,137.9637,-45.7646,-271.0160,3420.0
6480,2,171.4500,-60.9451,-253.3799,5484.0
6480,3,109.1654,-45.5414,-277.4900,1936.0
6481,1,137.9637,-45.5414,-271.2393,3420.0
6481,2,171.4500,-60.7219,-253.3799,5484.0
6481,3,109.1654,-45.5414,-277.4900,1936.0
6482,1,138.1869,-45.3182,-271.2393,3420.0
6482,2,171.4500,-60.7219,-253.3799,5488.0
6482,3,109.1654,-45.5414,-277.4900,1936.0
6484,1,138.1869,-45.3182,-271.2393,3420.0
6484,2,171.4500,-60.4986,-253.3799,5488.0
6484,3,109.1654,-45.5414,-277.4900,1936.0
6485,1,138.1869,-45.0949,-271.4625,3424.0
6485,2,171.4500,-60.4986,-253.3799,5492.0
6485,3,109.1654,-45.5414,-277.4900,1940.0
6487,1,138.1869,-44.8717,-271.4625,3424.0
6487,2,171.2268,-60.2754,-253.3799,5496.0
6487,3,109.1654,-45.5414,-277.4900,1940.0
6488,1,138.1869,-44.6484,-271.4625,3424.0
6488,2,171.2268,-60.0521,-253.3799,5496.0
6488,3,109.1654,-45.5414,-277.4900,1940.0
6489,1,138.1869,-44.6484,-271.4625,3424.0
6489,2,171.2268,-59.8289,-253.1566,5500.0
6489,3,109.1654,-45.5414,-277.4900,1940.0
6491,1,138.1869,-44.4252,-271.6857,3424.0
6491,2,171.0035,-59.8289,-253.1566,5500.0
6491,3,109.1654,-45.5414,-277.4900,1940.0
6492,1,138.1869,-44.2020,-271.6857,3424.0
6492,2,171.0035,-59.6057,-253.1566,5504.0
6492,3,109.1654,-45.5414,-277.4900,1944.0
6493,1,138.1869,-43.9787,-271.6857,3424.0
6493,2,171.0035,-59.3824,-253.1566,5504.0
6493,3,109.1654,-45.5414,-277.4900,1944.0
6495,1,138.1869,-43.9787,-271.6857,3424.0
6495,2,171.0035,-59.3824,-253.1566,5508.0
6495,3,109.1654,-45.5414,-277.4900,1944.0
6496,1,138.1869,-43.7555,-271.9090,3424.0
6496,2,170.7803,-59.1592,-253.1566,5512.0
6496,3,109.1654,-45.5414,-277.4900,1944.0
6497,1,138.1869,-43.5322,-271.9090,3424.0
6497,2,170.7803,-58.9359,-253.1566,5512.0
6497,3,109.1654,-45.5414,-277.4900,1944.0
